detail_type_code,snomed_code,name_en,specimen_type_code,sub_type_name,is_active
SP-122552005,122552005,"Arterial blood specimen",BLOOD,"Darah / produk darah",true
SP-703430008,703430008,"Arterial cord blood specimen",BLOOD,"Darah / produk darah",true
SP-258582006,258582006,"Blood clot specimen",BLOOD,"Darah / produk darah",true
SP-303248007,303248007,"Blood film specimen",BLOOD,"Darah / produk darah",true
SP-737535000,737535000,"Blood smear specimen",BLOOD,"Darah / produk darah",true
SP-119297000,119297000,"Blood specimen",BLOOD,"Darah / produk darah",true
SP-122560006,122560006,"Blood specimen from blood donor",BLOOD,"Darah / produk darah",true
SP-122558009,122558009,"Blood specimen from blood product",BLOOD,"Darah / produk darah",true
SP-122559001,122559001,"Blood specimen from control",BLOOD,"Darah / produk darah",true
SP-122562003,122562003,"Blood specimen from newborn",BLOOD,"Darah / produk darah",true
SP-122561005,122561005,"Blood specimen from patient",BLOOD,"Darah / produk darah",true
SP-866033003,866033003,"Blood specimen in aerobic blood culture bottle",BLOOD,"Darah / produk darah",true
SP-866032008,866032008,"Blood specimen in anaerobic blood culture bottle",BLOOD,"Darah / produk darah",true
SP-878861003,878861003,"Blood specimen in blood culture bottle",BLOOD,"Darah / produk darah",true
SP-446131002,446131002,"Blood specimen obtained for blood culture",BLOOD,"Darah / produk darah",true
SP-122553000,122553000,"Blood specimen obtained from umbilicus",BLOOD,"Darah / produk darah",true
SP-446272009,446272009,"Blood specimen submitted in heparinized collection tube",BLOOD,"Darah / produk darah",true
SP-441510007,441510007,"Blood specimen with anticoagulant",BLOOD,"Darah / produk darah",true
SP-445295009,445295009,"Blood specimen with EDTA",BLOOD,"Darah / produk darah",true
SP-122554006,122554006,"Capillary blood specimen",BLOOD,"Darah / produk darah",true
SP-258581004,258581004,"Clotted blood specimen",BLOOD,"Darah / produk darah",true
SP-122556008,122556008,"Cord blood specimen",BLOOD,"Darah / produk darah",true
SP-122557004,122557004,"Cord blood specimen from fetus",BLOOD,"Darah / produk darah",true
SP-119294007,119294007,"Dried blood specimen",BLOOD,"Darah / produk darah",true
SP-440500007,440500007,"Dried blood spot specimen",BLOOD,"Darah / produk darah",true
SP-737357006,737357006,"Fetal blood specimen",BLOOD,"Darah / produk darah",true
SP-258588005,258588005,"Hematoma specimen",BLOOD,"Darah / produk darah",true
SP-119345009,119345009,"Menstrual blood specimen",BLOOD,"Darah / produk darah",true
SP-119298005,119298005,"Mixed venous blood specimen",BLOOD,"Darah / produk darah",true
SP-122551003,122551003,"Peripheral blood specimen",BLOOD,"Darah / produk darah",true
SP-119304001,119304001,"Specimen from blood bag",BLOOD,"Darah / produk darah",true
SP-122564002,122564002,"Specimen from blood bag from blood product",BLOOD,"Darah / produk darah",true
SP-122563008,122563008,"Specimen from blood bag from patient",BLOOD,"Darah / produk darah",true
SP-119300005,119300005,"Specimen from blood product",BLOOD,"Darah / produk darah",true
SP-309478005,309478005,"Thrombus specimen",BLOOD,"Darah / produk darah",true
SP-122555007,122555007,"Venous blood specimen",BLOOD,"Darah / produk darah",true
SP-703431007,703431007,"Venous cord blood specimen",BLOOD,"Darah / produk darah",true
SP-258591005,258591005,"White blood cell specimen",BLOOD,"Darah / produk darah",true
SP-258580003,258580003,"Whole blood specimen",BLOOD,"Darah / produk darah",true
SP-57921000052103,57921000052103,"Whole blood specimen with edetic acid",BLOOD,"Darah / produk darah",true
SP-119357000,119357000,"Basophil specimen",BLOOD,"Komponen sel darah",true
SP-258587000,258587000,"Buffy coat",BLOOD,"Komponen sel darah",true
SP-119356009,119356009,"Eosinophil specimen",BLOOD,"Komponen sel darah",true
SP-119351004,119351004,"Erythrocyte specimen",BLOOD,"Komponen sel darah",true
SP-122581006,122581006,"Erythrocyte specimen from blood donor",BLOOD,"Komponen sel darah",true
SP-122582004,122582004,"Erythrocyte specimen from blood product",BLOOD,"Komponen sel darah",true
SP-122583009,122583009,"Erythrocyte specimen from patient",BLOOD,"Komponen sel darah",true
SP-122585002,122585002,"Leukocyte specimen from control",BLOOD,"Komponen sel darah",true
SP-122584003,122584003,"Leukocyte specimen from patient",BLOOD,"Komponen sel darah",true
SP-119353001,119353001,"Lymphocyte specimen",BLOOD,"Komponen sel darah",true
SP-119358005,119358005,"Platelet specimen",BLOOD,"Komponen sel darah",true
SP-119355008,119355008,"Polymorphonuclear neutrophil specimen",BLOOD,"Komponen sel darah",true
SP-256912003,256912003,"Red blood cell fluid specimen",BLOOD,"Komponen sel darah",true
SP-725946000,725946000,"Reticulocyte specimen",BLOOD,"Komponen sel darah",true
SP-442166002,442166002,"a.m. serum specimen",SERUM,"Serum",true
SP-122592007,122592007,"Acellular blood (serum or plasma) specimen",SERUM,"Serum",true
SP-258590006,258590006,"Acidified serum specimen",SERUM,"Serum",true
SP-866034009,866034009,"Acute phase serum specimen",SERUM,"Serum",true
SP-866035005,866035005,"Convalescent phase serum specimen",SERUM,"Serum",true
SP-442427000,442427000,"p.m. serum specimen",SERUM,"Serum",true
SP-788707000,788707000,"Plasma specimen or serum specimen or whole blood specimen",SERUM,"Serum",true
SP-119364003,119364003,"Serum specimen",SERUM,"Serum",true
SP-122589008,122589008,"Serum specimen from blood donor",SERUM,"Serum",true
SP-122591000,122591000,"Serum specimen from blood product",SERUM,"Serum",true
SP-737089009,737089009,"Serum specimen from control",SERUM,"Serum",true
SP-122590004,122590004,"Serum specimen from patient",SERUM,"Serum",true
SP-898205005,898205005,"Dried plasma spot specimen",PLASMA,"Plasma",true
SP-119361006,119361006,"Plasma specimen",PLASMA,"Plasma",true
SP-708048008,708048008,"Plasma specimen with citrate",PLASMA,"Plasma",true
SP-708049000,708049000,"Plasma specimen with ethylenediamine tetraacetic acid",PLASMA,"Plasma",true
SP-119362004,119362004,"Platelet poor plasma specimen",PLASMA,"Plasma",true
SP-122587005,122587005,"Platelet poor plasma specimen from control",PLASMA,"Plasma",true
SP-122588000,122588000,"Platelet poor plasma specimen from patient",PLASMA,"Plasma",true
SP-119363009,119363009,"Platelet rich plasma specimen",PLASMA,"Plasma",true
SP-737356002,737356002,"Pooled platelet poor plasma specimen",PLASMA,"Plasma",true
SP-119348006,119348006,"Seminal plasma specimen",PLASMA,"Plasma",true
SP-119305000,119305000,"Specimen from plasma bag",PLASMA,"Plasma",true
SP-732211001,732211001,"12 hour urine specimen",URINE,"Urine",true
SP-442043001,442043001,"2 hour urine specimen",URINE,"Urine",true
SP-276833005,276833005,"24 hour urine specimen",URINE,"Urine",true
SP-732220005,732220005,"48 hour urine specimen",URINE,"Urine",true
SP-732222002,732222002,"72 hour urine specimen",URINE,"Urine",true
SP-732217002,732217002,"8 hour urine specimen",URINE,"Urine",true
SP-57931000052101,57931000052101,"Combined cervical mucus and urine specimen",URINE,"Urine",true
SP-699284001,699284001,"Early morning mid-stream urine specimen obtained by clean catch procedure",URINE,"Urine",true
SP-258575007,258575007,"Early morning urine specimen",URINE,"Urine",true
SP-698276005,698276005,"First stream urine specimen",URINE,"Urine",true
SP-258570002,258570002,"Genitourinary specimen",URINE,"Urine",true
SP-258574006,258574006,"Mid-stream urine specimen",URINE,"Urine",true
SP-699283007,699283007,"Mid-stream urine specimen obtained by single catheterization of bladder",URINE,"Urine",true
SP-445742005,445742005,"Postcoital urine specimen",URINE,"Urine",true
SP-445743000,445743000,"Postejaculation urine specimen",URINE,"Urine",true
SP-733482006,733482006,"Second void urine specimen",URINE,"Urine",true
SP-278020009,278020009,"Spot urine specimen",URINE,"Urine",true
SP-258434003,258434003,"Spun urinary sediment",URINE,"Urine",true
SP-447488002,447488002,"Suprapubic urine specimen",URINE,"Urine",true
SP-409821005,409821005,"Timed urine specimen",URINE,"Urine",true
SP-439580004,439580004,"Urine collection pad submitted as specimen",URINE,"Urine",true
SP-430318008,430318008,"Urine cytologic material",URINE,"Urine",true
SP-122567009,122567009,"Urine sediment specimen",URINE,"Urine",true
SP-122575003,122575003,"Urine specimen",URINE,"Urine",true
SP-446130001,446130001,"Urine specimen from bladder",URINE,"Urine",true
SP-30961000087106,30961000087106,"Urine specimen from ileal conduit",URINE,"Urine",true
SP-442173007,442173007,"Urine specimen from nephrostomy tube",URINE,"Urine",true
SP-444937002,444937002,"Urine specimen from ureter",URINE,"Urine",true
SP-734443003,734443003,"Urine specimen from ureter obtained by cystoscopy",URINE,"Urine",true
SP-33351000087104,33351000087104,"Urine specimen from ureterostomy",URINE,"Urine",true
SP-446300003,446300003,"Urine specimen from urethra",URINE,"Urine",true
SP-447104008,447104008,"Urine specimen from urinary conduit",URINE,"Urine",true
SP-122880004,122880004,"Urine specimen obtained by clean catch procedure",URINE,"Urine",true
SP-447589008,447589008,"Urine specimen obtained by single catheterization of bladder",URINE,"Urine",true
SP-445383006,445383006,"Urine specimen obtained for Stamey test",URINE,"Urine",true
SP-699285000,699285000,"Urine specimen obtained from bladder via cystoscopy",URINE,"Urine",true
SP-446907008,446907008,"Urine specimen obtained from kidney",URINE,"Urine",true
SP-699286004,699286004,"Urine specimen obtained from kidney via aspiration",URINE,"Urine",true
SP-446277003,446277003,"Urine specimen obtained from nephrostomy tube after percutaneous insertion",URINE,"Urine",true
SP-16221371000119107,16221371000119107,"Urine specimen obtained from pediatric urine collection bag",URINE,"Urine",true
SP-446306009,446306009,"Urine specimen obtained from urinary collection bag",URINE,"Urine",true
SP-446846006,446846006,"Urine specimen obtained via indwelling urinary catheter",URINE,"Urine",true
SP-16221251000119108,16221251000119108,"Urine specimen obtained via straight catheter",URINE,"Urine",true
SP-699287008,699287008,"Urine specimen obtained via suprapubic indwelling urinary catheter",URINE,"Urine",true
SP-16221491000119104,16221491000119104,"Voided urine specimen",URINE,"Urine",true
SP-732227008,732227008,"24 hour stool specimen",STOOL,"Feses / stool",true
SP-732226004,732226004,"48 hour stool specimen",STOOL,"Feses / stool",true
SP-258554004,258554004,"Fecal concretion specimen",STOOL,"Feses / stool",true
SP-258457009,258457009,"Fecal fluid specimen",STOOL,"Feses / stool",true
SP-258487003,258487003,"Fecal smear",STOOL,"Feses / stool",true
SP-258555003,258555003,"Hot stool specimen",STOOL,"Feses / stool",true
SP-16223531000119100,16223531000119100,"Liquid stool specimen",STOOL,"Feses / stool",true
SP-119340004,119340004,"Meconium specimen",STOOL,"Feses / stool",true
SP-16223571000119102,16223571000119102,"Purged stool specimen",STOOL,"Feses / stool",true
SP-697988001,697988001,"Soft stool specimen",STOOL,"Feses / stool",true
SP-119339001,119339001,"Stool specimen",STOOL,"Feses / stool",true
SP-446838005,446838005,"Specimen obtained by bronchial trap",SPUTUM,"Specimen respirasi dari bronkoskopi/trap",true
SP-16221811000119106,16221811000119106,"Specimen obtained by bronchoscopy",SPUTUM,"Specimen respirasi dari bronkoskopi/trap",true
SP-258606004,258606004,"Lower respiratory tract specimen",SPUTUM,"Specimen respirasi, material tidak dirinci",true
SP-258603007,258603007,"Respiratory specimen",SPUTUM,"Specimen respirasi, material tidak dirinci",true
SP-258604001,258604001,"Upper respiratory specimen",SPUTUM,"Specimen respirasi, material tidak dirinci",true
SP-119335007,119335007,"Coughed sputum specimen",SPUTUM,"Sputum",true
SP-430310001,430310001,"Sputum cytologic material",SPUTUM,"Sputum",true
SP-404643001,404643001,"Sputum smear specimen",SPUTUM,"Sputum",true
SP-119334006,119334006,"Sputum specimen",SPUTUM,"Sputum",true
SP-258608003,258608003,"Sputum specimen obtained by aspiration",SPUTUM,"Sputum",true
SP-258609006,258609006,"Sputum specimen obtained by aspiration from trachea",SPUTUM,"Sputum",true
SP-258610001,258610001,"Sputum specimen obtained by sputum induction",SPUTUM,"Sputum",true
SP-258611002,258611002,"Sputum specimen obtained from sputum suction trap",SPUTUM,"Sputum",true
SP-309190004,309190004,"Excised salivary gland specimen",SALIVA,"Saliva / oral fluid",true
SP-309549006,309549006,"Minor salivary gland specimen",SALIVA,"Saliva / oral fluid",true
SP-441620008,441620008,"Oral fluid specimen",SALIVA,"Saliva / oral fluid",true
SP-258560004,258560004,"Oral saliva specimen",SALIVA,"Saliva / oral fluid",true
SP-258561000,258561000,"Parotid gland saliva specimen",SALIVA,"Saliva / oral fluid",true
SP-119342007,119342007,"Saliva specimen",SALIVA,"Saliva / oral fluid",true
SP-732293002,732293002,"Salivary calculus specimen",SALIVA,"Saliva / oral fluid",true
SP-110930000,110930000,"Salivary gland cytologic material",SALIVA,"Saliva / oral fluid",true
SP-399526005,399526005,"Specimen from major salivary gland",SALIVA,"Saliva / oral fluid",true
SP-399747006,399747006,"Specimen from salivary gland",SALIVA,"Saliva / oral fluid",true
SP-433119005,433119005,"Specimen from salivary gland obtained by biopsy",SALIVA,"Saliva / oral fluid",true
SP-434406008,434406008,"Specimen from salivary gland obtained by fine needle aspiration biopsy",SALIVA,"Saliva / oral fluid",true
SP-399645008,399645008,"Tissue specimen from major salivary gland",SALIVA,"Saliva / oral fluid",true
SP-119347001,119347001,"Seminal fluid specimen",SEMEN,"Semen / spermatozoa",true
SP-110937002,110937002,"Seminal vesicle cytologic material",SEMEN,"Semen / spermatozoa",true
SP-430131006,430131006,"Specimen from seminal vesicle",SEMEN,"Semen / spermatozoa",true
SP-433854001,433854001,"Specimen from seminal vesicle obtained by biopsy",SEMEN,"Semen / spermatozoa",true
SP-432057001,432057001,"Specimen from seminal vesicle obtained by fine needle aspiration biopsy",SEMEN,"Semen / spermatozoa",true
SP-430386002,430386002,"Spermatozoa cytologic material",SEMEN,"Semen / spermatozoa",true
SP-119349003,119349003,"Spermatozoa specimen",SEMEN,"Semen / spermatozoa",true
SP-119329007,119329007,"Colostrum specimen",MILK,"ASI / milk / colostrum",true
SP-258655008,258655008,"Cow's milk specimen",MILK,"ASI / milk / colostrum",true
SP-446676001,446676001,"Expressed breast milk specimen",MILK,"ASI / milk / colostrum",true
SP-444832009,444832009,"Expressed breast milk specimen after breast cleansing",MILK,"ASI / milk / colostrum",true
SP-444865001,444865001,"Expressed breast milk specimen before breast cleansing",MILK,"ASI / milk / colostrum",true
SP-258653001,258653001,"Formula milk specimen",MILK,"ASI / milk / colostrum",true
SP-258660007,258660007,"Goat milk specimen",MILK,"ASI / milk / colostrum",true
SP-119321005,119321005,"Milk specimen",MILK,"ASI / milk / colostrum",true
SP-119328004,119328004,"Mother's milk specimen",MILK,"ASI / milk / colostrum",true
SP-258657000,258657000,"Semi-skimmed milk specimen",MILK,"ASI / milk / colostrum",true
SP-258659002,258659002,"Sheep milk specimen",MILK,"ASI / milk / colostrum",true
SP-258658005,258658005,"Skim milk specimen",MILK,"ASI / milk / colostrum",true
SP-258654007,258654007,"Soy milk specimen",MILK,"ASI / milk / colostrum",true
SP-258656009,258656009,"Whole milk specimen",MILK,"ASI / milk / colostrum",true
SP-396997002,396997002,"Specimen from bone marrow obtained by aspiration",MARROW,"Aspirat sumsum tulang",true
SP-396998007,396998007,"Specimen from bone marrow obtained by aspiration and biopsy",MARROW,"Aspirat sumsum tulang",true
SP-396999004,396999004,"Specimen from bone marrow obtained by biopsy",MARROW,"Biopsi sumsum tulang",true
SP-258583001,258583001,"Bone marrow clot specimen",MARROW,"Sumsum tulang",true
SP-110897001,110897001,"Bone marrow cytological material",MARROW,"Sumsum tulang",true
SP-258584007,258584007,"Bone marrow fragment specimen",MARROW,"Sumsum tulang",true
SP-167913002,167913002,"Bone marrow source",MARROW,"Sumsum tulang",true
SP-119359002,119359002,"Bone marrow specimen",MARROW,"Sumsum tulang",true
SP-258585008,258585008,"Bone marrow trephine specimen",MARROW,"Sumsum tulang",true
SP-271515009,271515009,"Iliac crest bone marrow specimen",MARROW,"Sumsum tulang",true
SP-271518006,271518006,"Rib bone marrow specimen",MARROW,"Sumsum tulang",true
SP-271514008,271514008,"Sternal bone marrow specimen",MARROW,"Sumsum tulang",true
SP-271516005,271516005,"Vertebral spinous process bone marrow specimen",MARROW,"Sumsum tulang",true
SP-258497007,258497007,"Abscess swab",SWAB,"Swab",true
SP-258527002,258527002,"Anal swab",SWAB,"Swab",true
SP-697989009,697989009,"Anterior nares swab",SWAB,"Swab",true
SP-258504005,258504005,"BCG site swab",SWAB,"Swab",true
SP-258524009,258524009,"Cervical swab",SWAB,"Swab",true
SP-433801000124107,433801000124107,"Combined nasopharyngeal and oropharyngeal swab",SWAB,"Swab",true
SP-33651000087106,33651000087106,"Combined specimen from swab of anterior nares and anus",SWAB,"Swab",true
SP-33641000087108,33641000087108,"Combined specimen from swab of anterior nares and anus and axilla",SWAB,"Swab",true
SP-33671000087100,33671000087100,"Combined specimen from swab of anterior nares and anus and throat",SWAB,"Swab",true
SP-33661000087109,33661000087109,"Combined specimen from swab of anterior nares and anus and umbilicus",SWAB,"Swab",true
SP-433881000124103,433881000124103,"Combined specimen from swab of anterior nares and throat",SWAB,"Swab",true
SP-258498002,258498002,"Conjunctival swab",SWAB,"Swab",true
SP-258515000,258515000,"Coronal sulcus of penis swab",SWAB,"Swab",true
SP-258499005,258499005,"Cough swab",SWAB,"Swab",true
SP-309166000,309166000,"Ear swab specimen",SWAB,"Swab",true
SP-419695002,419695002,"Environmental swab",SWAB,"Swab",true
SP-1003522007,1003522007,"Environmental swab from animal burrow",SWAB,"Swab",true
SP-258519006,258519006,"Female genital swab",SWAB,"Swab",true
SP-258535004,258535004,"Floor swab",SWAB,"Swab",true
SP-258516004,258516004,"Frenulum of penis swab",SWAB,"Swab",true
SP-258508008,258508008,"Genital swab",SWAB,"Swab",true
SP-258512002,258512002,"Glans penis swab",SWAB,"Swab",true
SP-258521001,258521001,"High vaginal swab",SWAB,"Swab",true
SP-258536003,258536003,"Incubator swab",SWAB,"Swab",true
SP-258522008,258522008,"Low vaginal swab",SWAB,"Swab",true
SP-258509000,258509000,"Male genital swab",SWAB,"Swab",true
SP-871810001,871810001,"Mid-turbinate nasal swab",SWAB,"Swab",true
SP-258500001,258500001,"Nasopharyngeal swab",SWAB,"Swab",true
SP-418932006,418932006,"Oral swab",SWAB,"Swab",true
SP-461911000124106,461911000124106,"Oropharyngeal swab",SWAB,"Swab",true
SP-258511009,258511009,"Penile urethral swab",SWAB,"Swab",true
SP-258510005,258510005,"Penis swab",SWAB,"Swab",true
SP-258526006,258526006,"Perianal swab",SWAB,"Swab",true
SP-258525005,258525005,"Perineal swab",SWAB,"Swab",true
SP-708317005,708317005,"Pooled specimen from vaginal introitus and rectal swab",SWAB,"Swab",true
SP-258513007,258513007,"Prepuce swab",SWAB,"Swab",true
SP-258502009,258502009,"Pus swab",SWAB,"Swab",true
SP-258528007,258528007,"Rectal swab",SWAB,"Swab",true
SP-258518003,258518003,"Scrotal swab",SWAB,"Swab",true
SP-258517008,258517008,"Shaft of penis swab",SWAB,"Swab",true
SP-258503004,258503004,"Skin swab",SWAB,"Swab",true
SP-258505006,258505006,"Skin ulcer swab",SWAB,"Swab",true
SP-258514001,258514001,"Subpreputial swab",SWAB,"Swab",true
SP-258537007,258537007,"Surface swab",SWAB,"Swab",true
SP-257261003,257261003,"Swab",SWAB,"Swab",true
SP-472904006,472904006,"Swab from abdomen",SWAB,"Swab",true
SP-472893008,472893008,"Swab from abscess of brain",SWAB,"Swab",true
SP-472890006,472890006,"Swab from appendix",SWAB,"Swab",true
SP-472876008,472876008,"Swab from Bartholin cyst",SWAB,"Swab",true
SP-472878009,472878009,"Swab from Bartholin gland",SWAB,"Swab",true
SP-28971000087101,28971000087101,"Swab from bite wound",SWAB,"Swab",true
SP-472896000,472896000,"Swab from blister",SWAB,"Swab",true
SP-733104004,733104004,"Swab from buccal mucosa",SWAB,"Swab",true
SP-472895001,472895001,"Swab from buttock",SWAB,"Swab",true
SP-472880003,472880003,"Swab from catheter",SWAB,"Swab",true
SP-472903000,472903000,"Swab from central venous catheter",SWAB,"Swab",true
SP-472902005,472902005,"Swab from chest tube insertion site",SWAB,"Swab",true
SP-472894002,472894002,"Swab from cornea",SWAB,"Swab",true
SP-472884007,472884007,"Swab from deep wound",SWAB,"Swab",true
SP-472892003,472892003,"Swab from digit of hand",SWAB,"Swab",true
SP-28991000087102,28991000087102,"Swab from epiglottis",SWAB,"Swab",true
SP-472877004,472877004,"Swab from esophagus",SWAB,"Swab",true
SP-29001000087102,29001000087102,"Swab from external stoma wound",SWAB,"Swab",true
SP-30941000087105,30941000087105,"Swab from eyelid",SWAB,"Swab",true
SP-472886009,472886009,"Swab from gastrostomy stoma",SWAB,"Swab",true
SP-472900002,472900002,"Swab from gingiva",SWAB,"Swab",true
SP-472898004,472898004,"Swab from hand",SWAB,"Swab",true
SP-454951000124103,454951000124103,"Swab from head",SWAB,"Swab",true
SP-472897009,472897009,"Swab from hip region",SWAB,"Swab",true
SP-472887000,472887000,"Swab from labia",SWAB,"Swab",true
SP-472888005,472888005,"Swab from larynx",SWAB,"Swab",true
SP-16210971000119108,16210971000119108,"Swab from lesion",SWAB,"Swab",true
SP-472862007,472862007,"Swab from lesion of skin",SWAB,"Swab",true
SP-472891005,472891005,"Swab from lip",SWAB,"Swab",true
SP-472863002,472863002,"Swab from lower leg",SWAB,"Swab",true
SP-472864008,472864008,"Swab from lower limb",SWAB,"Swab",true
SP-472901003,472901003,"Swab from nasal sinus",SWAB,"Swab",true
SP-1163592005,1163592005,"Swab from paraurethral gland",SWAB,"Swab",true
SP-472889002,472889002,"Swab from pelvis",SWAB,"Swab",true
SP-472869003,472869003,"Swab from pericardial sac structure",SWAB,"Swab",true
SP-472868006,472868006,"Swab from peritoneal cavity structure",SWAB,"Swab",true
SP-472881004,472881004,"Swab from pharynx",SWAB,"Swab",true
SP-472879001,472879001,"Swab from placenta",SWAB,"Swab",true
SP-472885008,472885008,"Swab from pressure injury",SWAB,"Swab",true
SP-472882006,472882006,"Swab from superficial wound",SWAB,"Swab",true
SP-472883001,472883001,"Swab from surgical wound",SWAB,"Swab",true
SP-473399006,473399006,"Swab from Tenckhoff catheter exit site",SWAB,"Swab",true
SP-472861000,472861000,"Swab from testicle",SWAB,"Swab",true
SP-472865009,472865009,"Swab from toe",SWAB,"Swab",true
SP-472866005,472866005,"Swab from tongue",SWAB,"Swab",true
SP-472867001,472867001,"Swab from tonsil",SWAB,"Swab",true
SP-473400004,473400004,"Swab from tooth",SWAB,"Swab",true
SP-33901000087104,33901000087104,"Swab from tracheostomy stoma",SWAB,"Swab",true
SP-472870002,472870002,"Swab from tracheostomy wound",SWAB,"Swab",true
SP-472871003,472871003,"Swab from ulcer",SWAB,"Swab",true
SP-472872005,472872005,"Swab from ultrasonic nebulizer",SWAB,"Swab",true
SP-472873000,472873000,"Swab from urethral meatus",SWAB,"Swab",true
SP-472874006,472874006,"Swab from uterus",SWAB,"Swab",true
SP-472899007,472899007,"Swab from vaginal introitus",SWAB,"Swab",true
SP-472875007,472875007,"Swab from vesicle",SWAB,"Swab",true
SP-446577002,446577002,"Swab obtained during autopsy",SWAB,"Swab",true
SP-445364004,445364004,"Swab of axilla",SWAB,"Swab",true
SP-431905001,431905001,"Swab of building drain",SWAB,"Swab",true
SP-258506007,258506007,"Swab of drain insertion site",SWAB,"Swab",true
SP-444787003,444787003,"Swab of endocervix",SWAB,"Swab",true
SP-445369009,445369009,"Swab of endometrium",SWAB,"Swab",true
SP-445160003,445160003,"Swab of eye",SWAB,"Swab",true
SP-445444005,445444005,"Swab of groin",SWAB,"Swab",true
SP-258532001,258532001,"Swab of inanimate object",SWAB,"Swab",true
SP-445297001,445297001,"Swab of internal nose",SWAB,"Swab",true
SP-258507003,258507003,"Swab of line insertion site",SWAB,"Swab",true
SP-438343001,438343001,"Swab of pilonidal sinus",SWAB,"Swab",true
SP-431776009,431776009,"Swab of surgical drain",SWAB,"Swab",true
SP-445367006,445367006,"Swab of umbilicus",SWAB,"Swab",true
SP-735950000,735950000,"Swab of vascular catheter insertion site",SWAB,"Swab",true
SP-258529004,258529004,"Throat swab",SWAB,"Swab",true
SP-309164002,309164002,"Upper respiratory swab specimen",SWAB,"Swab",true
SP-258530009,258530009,"Urethral swab",SWAB,"Swab",true
SP-258520000,258520000,"Vaginal swab",SWAB,"Swab",true
SP-258523003,258523003,"Vulval swab",SWAB,"Swab",true
SP-258531008,258531008,"Wound swab",SWAB,"Swab",true
SP-309061008,309061008,"Breast fine needle aspirate specimen",ASPIRATE,"Aspirat",true
SP-16216211000119105,16216211000119105,"Endocervical aspirate",ASPIRATE,"Aspirat",true
SP-168137004,168137004,"Gastric aspirate specimen",ASPIRATE,"Aspirat",true
SP-168138009,168138009,"Gastric lavage aspirate specimen",ASPIRATE,"Aspirat",true
SP-16216011000119104,16216011000119104,"Hilum of lung specimen obtained by fine needle aspiration procedure",ASPIRATE,"Aspirat",true
SP-16211091000119104,16211091000119104,"Hydrocele specimen obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-302795002,302795002,"Lymph node aspirate",ASPIRATE,"Aspirat",true
SP-429931000124105,429931000124105,"Nasal aspirate specimen",ASPIRATE,"Aspirat",true
SP-302794003,302794003,"Nasogastric aspirate",ASPIRATE,"Aspirat",true
SP-258411007,258411007,"Nasopharyngeal aspirate",ASPIRATE,"Aspirat",true
SP-16224171000119108,16224171000119108,"Nasotracheal aspirate",ASPIRATE,"Aspirat",true
SP-258412000,258412000,"Oropharyngeal aspirate",ASPIRATE,"Aspirat",true
SP-708112008,708112008,"Retrouterine pouch fluid aspirate",ASPIRATE,"Aspirat",true
SP-309508006,309508006,"Soft tissue lesion fine needle aspirate specimen",ASPIRATE,"Aspirat",true
SP-441750007,441750007,"Specimen from abdominal cavity structure obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-446972001,446972001,"Specimen from abscess obtained by aspiration",ASPIRATE,"Aspirat",true
SP-442649003,442649003,"Specimen from adipose tissue obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441792002,441792002,"Specimen from adrenal gland obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16211291000119106,16211291000119106,"Specimen from axilla structure obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-441694006,441694006,"Specimen from axillary lymph node obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432098008,432098008,"Specimen from bile duct obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-432099000,432099000,"Specimen from bladder obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431404007,431404007,"Specimen from bone obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16215851000119100,16215851000119100,"Specimen from brain obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-16216051000119103,16216051000119103,"Specimen from branchial cleft cyst obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-447357000,447357000,"Specimen from breast obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432140002,432140002,"Specimen from bronchus obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-16215931000119102,16215931000119102,"Specimen from cyst obtained by fine needle aspiration",ASPIRATE,"Aspirat",true
SP-734427005,734427005,"Specimen from duodenum obtained by aspiration",ASPIRATE,"Aspirat",true
SP-734425002,734425002,"Specimen from ear obtained by aspiration",ASPIRATE,"Aspirat",true
SP-434249007,434249007,"Specimen from ear obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-447358005,447358005,"Specimen from endometrium obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432980007,432980007,"Specimen from epididymis obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-447359002,447359002,"Specimen from esophagus obtained by aspiration",ASPIRATE,"Aspirat",true
SP-432981006,432981006,"Specimen from eye obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
SP-431233006,431233006,"Specimen from fallopian tube obtained by fine needle aspiration biopsy",ASPIRATE,"Aspirat",true
