detail_type_code,snomed_code,name_en,specimen_type_code,sub_type_name,is_active
SP-447341000,447341000,"Bile specimen obtained via biliary T-tube",BODYFLUID,"Empedu / bile",true
SP-429832000,429832000,"Biliary fluid specimen obtained by drainage",BODYFLUID,"Empedu / bile",true
SP-122569007,122569007,"Sweat specimen",BODYFLUID,"Keringat",true
SP-16216611000119108,16216611000119108,"Aortic valve specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-16216451000119107,16216451000119107,"Colonic specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-16216531000119102,16216531000119102,"Common bile duct specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-16216571000119104,16216571000119104,"Esophageal specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-433871000124101,433871000124101,"Nasal washings",BODYFLUID,"Lavage / washing",true
SP-258467004,258467004,"Nasopharyngeal washings",BODYFLUID,"Lavage / washing",true
SP-1149105007,1149105007,"Oropharyngeal washings",BODYFLUID,"Lavage / washing",true
SP-258469001,258469001,"Pharyngeal washings",BODYFLUID,"Lavage / washing",true
SP-16224291000119101,16224291000119101,"Renal washings",BODYFLUID,"Lavage / washing",true
SP-258475005,258475005,"Sinus washings",BODYFLUID,"Lavage / washing",true
SP-446235003,446235003,"Specimen from conjunctiva obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-440675009,440675009,"Specimen from upper urinary tract obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-440674008,440674008,"Specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-440137008,440137008,"Specimen obtained by peritoneal lavage",BODYFLUID,"Lavage / washing",true
SP-16216491000119102,16216491000119102,"Urinary bladder specimen obtained by lavage",BODYFLUID,"Lavage / washing",true
SP-16215411000119104,16215411000119104,"Specimen from left lower lobe of lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209771000119101,16209771000119101,"Specimen from left lower lobe of lung obtained by bronchoalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209691000119106,16209691000119106,"Specimen from left lung obtained by blind bronchioloalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16215331000119103,16215331000119103,"Specimen from left upper lobe of lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209811000119101,16209811000119101,"Specimen from left upper lobe of lung obtained by bronchoalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-122609004,122609004,"Specimen from lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16215291000119109,16215291000119109,"Specimen from right lower lobe of lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209931000119102,16209931000119102,"Specimen from right lower lobe of lung obtained by bronchoalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209731000119104,16209731000119104,"Specimen from right lung obtained by blind bronchioloalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16215451000119103,16215451000119103,"Specimen from right middle lobe of lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209891000119105,16209891000119105,"Specimen from right middle lobe of lung obtained by bronchoalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16215251000119104,16215251000119104,"Specimen from right upper lobe of lung obtained by bronchial washing procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-16209851000119100,16209851000119100,"Specimen from right upper lobe of lung obtained by bronchoalveolar lavage procedure",BODYFLUID,"Lavage/washing respirasi",true
SP-168145009,168145009,"Lymph specimen",BODYFLUID,"Limfa",true
SP-258446004,258446004,"Bronchial fluid specimen",BODYFLUID,"Sekret/cairan respirasi",true
SP-447345009,447345009,"Bronchial fluid specimen obtained from bronchial trap",BODYFLUID,"Sekret/cairan respirasi",true
SP-415293009,415293009,"Respiratory secretion",BODYFLUID,"Sekret/cairan respirasi",true
SP-57741000052105,57741000052105,"Tracheal secretion specimen",BODYFLUID,"Sekret/cairan respirasi",true
SP-258572005,258572005,"Ultrafiltrate specimen",BODYFLUID,"Ultrafiltrat",true
SP-258438000,258438000,"Vitreous humor specimen",BODYFLUID,"Vitreous humor",true
SP-258565009,258565009,"Chorionic villi specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-309502007,309502007,"Fetus specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-725957005,725957005,"Formalin-fixed placenta tissue specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-309293007,309293007,"Placenta biopsy specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-258426009,258426009,"Placental membrane tissue specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-258428005,258428005,"Products of conception tissue specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-431234000,431234000,"Specimen from fetus obtained by biopsy",PLACENTA,"Plasenta / produk konsepsi",true
SP-119403008,119403008,"Specimen from placenta",PLACENTA,"Plasenta / produk konsepsi",true
SP-399411006,399411006,"Specimen from trophoblast",PLACENTA,"Plasenta / produk konsepsi",true
SP-122736005,122736005,"Tissue specimen from placenta",PLACENTA,"Plasenta / produk konsepsi",true
SP-399657004,399657004,"Tissue specimen from trophoblast",PLACENTA,"Plasenta / produk konsepsi",true
SP-399658009,399658009,"Trophoblastic tissue obtained by hysterectomy",PLACENTA,"Plasenta / produk konsepsi",true
SP-399502008,399502008,"Trophoblastic tissue obtained by pelvic exenteration",PLACENTA,"Plasenta / produk konsepsi",true
SP-399447007,399447007,"Trophoblastic tissue obtained by radical hysterectomy",PLACENTA,"Plasenta / produk konsepsi",true
SP-399396003,399396003,"Trophoblastic tissue obtained from uterus by dilation and curettage",PLACENTA,"Plasenta / produk konsepsi",true
SP-258436001,258436001,"Umbilical cord tissue specimen",PLACENTA,"Plasenta / produk konsepsi",true
SP-309503002,309503002,"Breast nipple discharge specimen",PUS,"Luka / abses / drainase",true
SP-258439008,258439008,"Discharge specimen",PUS,"Luka / abses / drainase",true
SP-732295009,732295009,"Discharge specimen from penis",PUS,"Luka / abses / drainase",true
SP-16209331000119103,16209331000119103,"Eye discharge specimen",PUS,"Luka / abses / drainase",true
SP-119323008,119323008,"Pus specimen",PUS,"Luka / abses / drainase",true
SP-119371008,119371008,"Specimen from abscess",PUS,"Luka / abses / drainase",true
SP-16215171000119102,16215171000119102,"Specimen from abscess of Bartholin's gland",PUS,"Luka / abses / drainase",true
SP-446774006,446774006,"Specimen from abscess of brain",PUS,"Luka / abses / drainase",true
SP-446674003,446674003,"Specimen from abscess of liver",PUS,"Luka / abses / drainase",true
SP-29011000087100,29011000087100,"Specimen from abscess of lung",PUS,"Luka / abses / drainase",true
SP-33331000087108,33331000087108,"Specimen from abscess of vulva",PUS,"Luka / abses / drainase",true
SP-16211011000119108,16211011000119108,"Specimen from deep surgical wound",PUS,"Luka / abses / drainase",true
SP-16211051000119109,16211051000119109,"Specimen from deep wound",PUS,"Luka / abses / drainase",true
SP-33541000087109,33541000087109,"Specimen from epidural abscess",PUS,"Luka / abses / drainase",true
SP-16211211000119102,16211211000119102,"Specimen from intra-abdominal abscess",PUS,"Luka / abses / drainase",true
SP-32641000087102,32641000087102,"Specimen from ovarian abscess",PUS,"Luka / abses / drainase",true
SP-29041000087104,29041000087104,"Specimen from pelvic abscess",PUS,"Luka / abses / drainase",true
SP-33521000087100,33521000087100,"Specimen from subgaleal abscess",PUS,"Luka / abses / drainase",true
SP-734381007,734381007,"Specimen from superficial wound",PUS,"Luka / abses / drainase",true
SP-734380008,734380008,"Specimen from surgical wound",PUS,"Luka / abses / drainase",true
SP-119365002,119365002,"Specimen from wound",PUS,"Luka / abses / drainase",true
SP-119366001,119366001,"Specimen from wound abscess",PUS,"Luka / abses / drainase",true
SP-16221011000119101,16221011000119101,"Vaginal discharge specimen",PUS,"Luka / abses / drainase",true
SP-122580007,122580007,"Cerumen specimen",SECRETION,"Cerumen",true
SP-122879002,122879002,"Upper gastrointestinal contents specimen",SECRETION,"Isi gastrointestinal",true
SP-122573005,122573005,"Gastric contents specimen",SECRETION,"Isi lambung",true
SP-16223051000119101,16223051000119101,"Nasal sinus contents specimen",SECRETION,"Isi sinus nasal",true
SP-122579009,122579009,"Genital lochia specimen",SECRETION,"Lochia",true
SP-309050000,309050000,"Body substance specimen",SECRETION,"Material tubuh, tidak dirinci",true
SP-447148003,447148003,"Body substance specimen from ear",SECRETION,"Material/sekret telinga",true
SP-122577006,122577006,"Cervical mucus specimen",SECRETION,"Mukus",true
SP-122576002,122576002,"Genital mucus specimen",SECRETION,"Mukus",true
SP-258483004,258483004,"Mucus specimen",SECRETION,"Mukus",true
SP-122572000,122572000,"Vomitus specimen",SECRETION,"Muntahan / vomitus",true
SP-258432004,258432004,"Sebum specimen",SECRETION,"Sebum",true
SP-432825001,432825001,"Body secretion specimen",SECRETION,"Sekret",true
SP-258558001,258558001,"Oral secretion specimen",SECRETION,"Sekret",true
SP-57721000052101,57721000052101,"Rectal secretion specimen",SECRETION,"Sekret",true
SP-258577004,258577004,"Vaginal secretion specimen",SECRETION,"Sekret",true
SP-258485006,258485006,"Corneal scraping specimen",HAIRNAIL,"Kerokan / scraping",true
SP-258429002,258429002,"Rectal scrape specimen",HAIRNAIL,"Kerokan / scraping",true
SP-258431006,258431006,"Scrapings",HAIRNAIL,"Kerokan / scraping",true
SP-258549008,258549008,"Skin scale specimen",HAIRNAIL,"Kerokan / scraping",true
SP-447337004,447337004,"Specimen from conjunctiva obtained by scraping",HAIRNAIL,"Kerokan / scraping",true
SP-733484007,733484007,"Specimen from lesion of penis obtained by scraping",HAIRNAIL,"Kerokan / scraping",true
SP-733485008,733485008,"Specimen from lesion of perianal region obtained by scraping",HAIRNAIL,"Kerokan / scraping",true
SP-446952006,446952006,"Specimen from skin obtained by scraping",HAIRNAIL,"Kerokan / scraping",true
SP-119327009,119327009,"Nail specimen",HAIRNAIL,"Kuku / kerokan kuku",true
SP-447098004,447098004,"Specimen from nail obtained by scraping",HAIRNAIL,"Kuku / kerokan kuku",true
SP-258423001,258423001,"Hair bulb specimen",HAIRNAIL,"Rambut",true
SP-1259931002,1259931002,"Hair of face specimen",HAIRNAIL,"Rambut",true
SP-119326000,119326000,"Hair specimen",HAIRNAIL,"Rambut",true
SP-119338009,119338009,"Dentin specimen",BONE,"Gigi / dentin",true
SP-29021000087108,29021000087108,"Specimen from abscess of tooth",BONE,"Gigi / dentin",true
SP-430319000,430319000,"Specimen from tooth",BONE,"Gigi / dentin",true
SP-438805006,438805006,"Whole tooth specimen",BONE,"Gigi / dentin",true
SP-33631000087102,33631000087102,"Allogeneic bone graft material submitted as specimen",BONE,"Tulang",true
SP-258539005,258539005,"Bone and joint specimen",BONE,"Tulang",true
SP-258417006,258417006,"Bone tissue specimen",BONE,"Tulang",true
SP-16211651000119103,16211651000119103,"Excised bone specimen",BONE,"Tulang",true
SP-309120005,309120005,"Head of femur specimen",BONE,"Tulang",true
SP-371782000,371782000,"Human bone for identification",BONE,"Tulang",true
SP-258490009,258490009,"Biliary stone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-258493006,258493006,"Bladder stone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-119350003,119350003,"Calculus specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-258492001,258492001,"Gallstone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-258494000,258494000,"Pancreatic stone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-258495004,258495004,"Renal stone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-440138003,440138003,"Specimen containing crystals from synovial joint",CALCULUS,"Batu / kalkulus / kristal",true
SP-258496003,258496003,"Ureteric stone specimen",CALCULUS,"Batu / kalkulus / kristal",true
SP-258563002,258563002,"Amniotic cell specimen",CELL,"Sel / material seluler",true
SP-119333000,119333000,"Fibroblast specimen",CELL,"Sel / material seluler",true
SP-441518000,441518000,"Lymphoblastoid cell line specimen",CELL,"Sel / material seluler",true
SP-119352006,119352006,"Macrophage specimen",CELL,"Sel / material seluler",true
SP-258568006,258568006,"Polar body specimen",CELL,"Sel / material seluler",true
SP-258569003,258569003,"Skin fibroblast specimen",CELL,"Sel / material seluler",true
SP-57731000052104,57731000052104,"Stem cell specimen",CELL,"Sel / material seluler",true
SP-258566005,258566005,"Deoxyribonucleic acid specimen",MOLECULAR,"DNA/RNA/asam nukleat",true
SP-258562007,258562007,"Genetic specimen",MOLECULAR,"DNA/RNA/asam nukleat",true
SP-448789008,448789008,"Nucleic acid specimen",MOLECULAR,"DNA/RNA/asam nukleat",true
SP-441673008,441673008,"Ribonucleic acid specimen",MOLECULAR,"DNA/RNA/asam nukleat",true
SP-734338009,734338009,"Arthropod material submitted as specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-445421007,445421007,"Fungal isolate specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258618008,258618008,"Helminth specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258614005,258614005,"Insect specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258615006,258615006,"Larva specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258616007,258616007,"Maggot specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-119303007,119303007,"Microbial isolate",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258617003,258617003,"Parasite specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-704663000,704663000,"Parasitic worm specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-16214211000119104,16214211000119104,"Pediculus specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-710069003,710069003,"Tick specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-621000009105,621000009105,"Viral isolate specimen",ISOLATE,"Isolat/organisme mikrobiologi/parasitologi",true
SP-258629007,258629007,"Arterial cannula tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-119309006,119309006,"Arterial line submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472931009,472931009,"Arterial line tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258631003,258631003,"Arteriovenous shunt tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16213171000119103,16213171000119103,"Balloon catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-119308003,119308003,"Cannula submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258627009,258627009,"Cannula tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-33481000087100,33481000087100,"Cardiac pacemaker component submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473417006,473417006,"Cardiac pacemaker lead submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-33491000087103,33491000087103,"Cardiac pacemaker submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-119311002,119311002,"Catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-119312009,119312009,"Catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473413005,473413005,"Central venous catheter from internal jugular vein submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473409003,473409003,"Central venous catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472935000,472935000,"Central venous catheter tip from subclavian vein submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472929000,472929000,"Central venous catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472926007,472926007,"Chest tube tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472927003,472927003,"Contact lens case submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258599007,258599007,"Contact lens solution specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-440473005,440473005,"Contact lens submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473401000,473401000,"Cotton wool ball submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472919007,472919007,"Device submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472937008,472937008,"Double J stent submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003707004,1003707004,"Drain device submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003705007,1003705007,"Drain tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-444656005,444656005,"Drainage tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258553005,258553005,"Duodenal string",DEVICE,"Perangkat/kateter/benda asing",true
SP-119314005,119314005,"Electrode submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16213211000119101,16213211000119101,"Endotracheal catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473412000,473412000,"Endotracheal tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-28981000087104,28981000087104,"Epidural catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16213091000119103,16213091000119103,"External shunt submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473411007,473411007,"External ventricular drain tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-447103002,447103002,"Foreign body submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-732964006,732964006,"Gastrostomy tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-773611006,773611006,"Hemodialysis catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472943005,472943005,"Heyer-Pudenz valve submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-439961009,439961009,"Implant submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-119313004,119313004,"Implantable venous catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16213051000119108,16213051000119108,"Indwelling catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472922009,472922009,"Intracranial catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473414004,473414004,"Intracranial pressure catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472940008,472940008,"Intracranial ventricular catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472941007,472941007,"Intracranial ventricular catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258602002,258602002,"Intraocular lens specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473415003,473415003,"Intrauterine contraceptive device submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16213251000119100,16213251000119100,"Introducer catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473416002,473416002,"Nephrostomy tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-33531000087103,33531000087103,"Ommaya reservoir submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473403002,473403002,"Percutaneous nephrostomy tube tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473410008,473410008,"Peripheral vascular catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472923004,472923004,"Peripheral vascular catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473407001,473407001,"Peripherally inserted central catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16223251000119109,16223251000119109,"Peripherally inserted central venous catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472944004,472944004,"Peritoneal catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16219801000119102,16219801000119102,"Pinworm paddle submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003713008,1003713008,"Prosthetic heart valve submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003712003,1003712003,"Prosthetic joint submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473433009,473433009,"Protected specimen brush submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472924005,472924005,"Pulmonary artery flotation catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473404008,473404008,"Rickham reservoir submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473406005,473406005,"Shunt submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472933007,472933007,"Shunt tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-898201001,898201001,"Specimen from device",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003708009,1003708009,"Specimen from drain device",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003706008,1003706008,"Specimen from drain tip",DEVICE,"Perangkat/kateter/benda asing",true
SP-119307008,119307008,"Specimen from endotracheal tube",DEVICE,"Perangkat/kateter/benda asing",true
SP-438660002,438660002,"Specimen from prosthetic device",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003714002,1003714002,"Specimen from prosthetic heart valve",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003711005,1003711005,"Specimen from prosthetic joint",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003710006,1003710006,"Specimen from tube",DEVICE,"Perangkat/kateter/benda asing",true
SP-472934001,472934001,"Stent submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-699868006,699868006,"Suture material submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-440468004,440468004,"Tampon submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472936004,472936004,"Tenckhoff catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472938003,472938003,"Tracheal tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472939006,472939006,"Tracheostomy tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-1003709001,1003709001,"Tube submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-16220041000119107,16220041000119107,"Tunneled catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-473408006,473408006,"Umbilical artery catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472928008,472928008,"Umbilical artery catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472920001,472920001,"Umbilical catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472921002,472921002,"Umbilical catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472925006,472925006,"Umbilical vein catheter tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-122565001,122565001,"Urinary catheter specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-773630006,773630006,"Urinary catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-33931000087107,33931000087107,"Vagus nerve electrical stimulation system lead submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258628004,258628004,"Vascular cannula tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472932002,472932002,"Vascular catheter submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258545002,258545002,"Vegetation from prosthetic heart valve",DEVICE,"Perangkat/kateter/benda asing",true
SP-258630002,258630002,"Venous cannula tip submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-472942000,472942000,"Ventriculoperitoneal shunt submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-33551000087107,33551000087107,"Wound packing material submitted as specimen",DEVICE,"Perangkat/kateter/benda asing",true
SP-258662004,258662004,"Adhesive slide specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-472930005,472930005,"Bottle submitted as specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-33501000087106,33501000087106,"Donor-organ preservation solution specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-15650671000119107,15650671000119107,"Paraffin embedded slide",CONTAINER,"Wadah/preparat/media koleksi",true
SP-258664003,258664003,"Scotch tape slide specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-258663009,258663009,"Sellotape slide specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-1179252003,1179252003,"Slide submitted as specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-446364005,446364005,"Specimen from donor corneal storage medium",CONTAINER,"Wadah/preparat/media koleksi",true
SP-439628000,439628000,"Urinary collection bag submitted as specimen",CONTAINER,"Wadah/preparat/media koleksi",true
SP-446302006,446302006,"Air specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-704243004,704243004,"Animal head specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-258651004,258651004,"Cream specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119319000,119319000,"Drug specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119346005,119346005,"Egg yolk specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119336008,119336008,"Exhaled air specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119320006,119320006,"Food specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119317003,119317003,"Gaseous material specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-258652006,258652006,"Ice cream specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119337004,119337004,"Inhaled gas specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119302002,119302002,"Mushroom specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-709024005,709024005,"Paint chip specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-446137003,446137003,"Pharmaceutical product submitted as specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119301009,119301009,"Plant specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-440229008,440229008,"Specimen from environment",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-708110000,708110000,"Treated water specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-708111001,708111001,"Untreated water specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-898203003,898203003,"Vacuum cleaner bag submitted as specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-119318008,119318008,"Water specimen",ENVIRONMENT,"Lingkungan/produk/non-pasien",true
SP-16212331000119108,16212331000119108,"Autoclave ampule submitted as specimen",CONTROL,"Kontrol/material referensi/proses",true
SP-446212001,446212001,"Biological spore test strip submitted as specimen",CONTROL,"Kontrol/material referensi/proses",true
SP-473432004,473432004,"Settle culture plate submitted as specimen",CONTROL,"Kontrol/material referensi/proses",true
SP-737087006,737087006,"Specimen from control",CONTROL,"Kontrol/material referensi/proses",true
SP-443654002,443654002,"Specimen from abdominal cavity",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-127467004,127467004,"Specimen from ampulla of Vater",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-119392008,119392008,"Specimen from anus",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-1173097006,1173097006,"Specimen from anus and/or rectum",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-734336008,734336008,"Specimen from aorta",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-447881000,447881000,"Specimen from biliary system",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
SP-430268003,430268003,"Specimen from bone",ANATOMIC,"Lokasi anatomi disebut, material tidak dirinci",false
